Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,X90sPlayed,Goals,Ast,xG,xA,SoT.,Sh.90,SoT.90,CmpPass,CmpPass.,PPA,Prog,Touches,SuccDrib,SuccDrib.,Carries,CarryToBox,SCA,GCA,GCADrib,GCASh
Obite N'Dicka,FRA,DF,Eint Frankfurt,Bundesliga,20,1999,23,23,2044,22.7,0.13,0.04,0.05,0.01,27.8,0.79,0.22,50.2,85.6,0.18,3.61,71.9,0.35,44.4,44.9,0.13,0.84,0.13,0,0
Jeison Murillo,COL,DF,Celta Vigo,La Liga,28,1992,31,31,2699,30,0.07,0,0.02,0.01,42.9,0.23,0.1,47.6,90,0.07,1.43,62.2,0.17,71.4,39.8,0,0.3,0,0,0
Dereck Kutesa,SUI,MFFW,Reims,Ligue 1,22,1997,28,6,687,7.6,0.13,0.26,0.12,0.11,40,1.31,0.52,13.8,67.3,0.53,1.71,35.9,2.5,55.9,28.3,1.58,2.11,0.26,0,0
Divock Origi,BEL,FW,Liverpool,Premier League,25,1995,9,2,186,2.1,0,0,0.48,0.1,28.6,3.39,0.97,21.9,76.7,0,0.48,44.8,0.48,25,32.4,1.43,1.43,0,0,0
Nacho Vidal,ESP,DF,Osasuna,La Liga,25,1995,34,25,2348,26.1,0,0,0.02,0.07,22.2,0.34,0.08,27.4,71.1,0.73,2.41,51.4,0.5,44.8,24.2,0.04,1.15,0.08,0,0.04
Aaron Cresswell,ENG,DF,West Ham,Premier League,30,1989,36,36,3170,35.2,0,0.23,0.03,0.17,21.1,0.54,0.11,43.8,74.8,0.68,3.41,65.5,0.17,40,36,0.09,0,0,0,0
Eren Dinkçi,GER,FWMF,Werder Bremen,Bundesliga,18,2001,8,1,108,1.2,0.83,0,0.33,0.08,66.7,2.5,1.67,16.7,74.1,1.67,1.67,46.7,0.83,33.3,25,0.83,2.5,0,0,0
Ondrej Duda,SVK,FWMF,Köln,Bundesliga,25,1994,32,32,2537,28.2,0.25,0.18,0.21,0.15,27.7,1.67,0.46,31.8,71.8,0.82,3.62,56.8,1.99,71.8,35.6,0.28,3.01,0.28,0,0
Yussuf Poulsen,DEN,FW,RB Leipzig,Bundesliga,26,1994,27,14,1354,15,0.33,0.27,0.33,0.19,31.1,2.99,0.93,21.5,71.3,0.87,2.07,43.8,1.73,65,26.8,0.73,2.47,0.47,0.07,0
Matthieu Udol,FRA,DF,Metz,Ligue 1,24,1996,25,19,1724,19.2,0,0.16,0.02,0.11,33.3,0.63,0.21,41.6,81.8,0.99,3.39,61.8,1.41,73,35.7,0.42,1.88,0.16,0,0
Maximilian Mittelstädt,GER,DF,Hertha BSC,Bundesliga,23,1997,27,22,1797,20,0,0.1,0.04,0.1,29.4,0.85,0.25,42.1,74.8,1.4,4.05,71.5,1.35,65.9,40.2,0.35,1.85,0.1,0,0
Robin Knoche,GER,DF,Union Berlin,Bundesliga,28,1992,34,34,3042,33.8,0.03,0,0.03,0.01,36.4,0.33,0.12,51.7,86.6,0.06,2.43,70.6,0.15,62.5,42.8,0,0.47,0.06,0,0
Étienne Capoue,FRA,MF,Villarreal,La Liga,32,1988,16,15,1185,13.2,0.08,0,0.04,0.01,37.5,0.61,0.23,51.5,90.9,0.38,3.94,66.6,0.83,64.7,43.5,0,2.28,0.18,0,0
Mason Mount,ENG,MFFW,Chelsea,Premier League,21,1999,36,32,2890,32.1,0.19,0.16,0.21,0.24,31.7,2.55,0.81,48.2,82.3,1.81,5.67,71.4,1.56,63.3,49.8,1.18,5.08,0.44,0.03,0.06
Andrea Belotti,ITA,FW,Torino,Seria A,26,1993,35,33,2888,32.1,0.4,0.19,0.43,0.21,33.3,3.18,1.06,15.6,69,1.25,1.78,38,1.59,54.3,26.3,0.69,2.17,0.37,0,0
Hwang Hee-chan,KOR,FWMF,RB Leipzig,Bundesliga,24,1996,18,3,460,5.1,0,0.2,0.31,0.18,60,1.96,1.17,15.7,66.7,0.2,1.18,37.6,2.16,55,26.3,1.18,2.16,0.59,0,0.2
Kike Pérez,ESP,MF,Valladolid,La Liga,23,1997,24,12,1159,12.9,0,0,0.08,0.08,25,1.24,0.31,33.5,80.6,0.85,3.33,52.9,1.47,70.4,35.7,0.31,1.94,0.23,0,0
Ibrahima Diallo,FRA,MF,Southampton,Premier League,21,1999,22,10,1020,11.3,0,0,0.05,0.05,25,0.71,0.18,44.2,85.2,0.53,2.92,63.2,0.97,64.7,40.5,0,0.63,0,0,0
Valère Germain,FRA,FW,Marseille,Ligue 1,30,1990,24,6,857,9.5,0.32,0,0.19,0.01,50,0.84,0.42,21.5,72.3,0.21,0.84,39.9,0.21,33.3,18.8,0.32,0.53,0,0,0
Jan Thielmann,GER,FWMF,Köln,Bundesliga,18,2002,24,9,1029,11.4,0.18,0.26,0.1,0.06,36.4,0.96,0.35,20.1,63.8,0.26,2.11,41.6,0.44,62.5,27.2,0.18,1.67,0.26,0,0.09
Thomas Monconduit,FRA,MF,Lorient,Ligue 1,29,1991,27,12,1153,12.8,0.16,0,0.09,0.09,18.2,1.72,0.31,42.3,79.8,0.7,5.94,65.7,0.63,47.1,39.1,0.08,2.03,0.08,0,0.08
Lamine Fomba,FRA,MF,Nîmes,Ligue 1,22,1998,32,24,2175,24.2,0.04,0.04,0.1,0.04,29.2,0.99,0.29,24.5,82.4,0.45,1.78,42.6,0.83,62.5,24.8,0.04,1.24,0.08,0,0
Phillipp Mwene,AUT,DF,Mainz 05,Bundesliga,26,1994,20,19,1674,18.6,0.05,0.11,0.01,0.08,33.3,0.32,0.11,20.2,63.6,1.4,2.58,43.1,0.59,52.4,22.7,0.16,1.99,0.16,0,0
Nick Woltemade,GER,FWMF,Werder Bremen,Bundesliga,18,2002,6,1,147,1.6,0,0.63,0.37,0.19,60,3.06,1.84,15,61.5,1.25,1.88,45,1.25,28.6,33.8,1.88,3.13,0.63,0,0
Keita Endo,JPN,MFFW,Union Berlin,Bundesliga,22,1997,16,4,456,5.1,0.2,0,0.24,0.22,44.4,1.78,0.79,14.9,70.4,0.59,1.37,36.1,0.59,42.9,21.4,0.98,2.75,0,0,0
Kieran Tierney,SCO,DF,Arsenal,Premier League,23,1997,27,26,2299,25.5,0.04,0.12,0.02,0.16,20,0.59,0.12,44.5,76.2,1.33,3.84,68.2,0.86,52.4,42.8,0.78,2.27,0.27,0.08,0
Nikola Milenković,SRB,DF,Fiorentina,Seria A,22,1997,34,34,3034,33.7,0.09,0.03,0.08,0.01,45,0.59,0.27,42.8,87.1,0.09,2.88,59,0.27,75,32.6,0.03,0.53,0.09,0,0.06
Amine Harit,MAR,MFFW,Schalke 04,Bundesliga,23,1997,28,25,2101,23.3,0.09,0.21,0.06,0.21,22.7,0.94,0.21,27.5,75.1,1.55,4.03,49.8,4.16,69.3,41.2,0.47,3.65,0.3,0,0
Dominick Drexler,GER,MFFW,Köln,Bundesliga,30,1990,27,11,1233,13.7,0.15,0.07,0.2,0.12,16.7,0.88,0.15,30,76.7,1.17,2.92,50.1,0.73,55.6,33.2,0.66,2.26,0.07,0,0.07
Theo Hernández,FRA,DF,Milan,Seria A,22,1997,33,33,2933,32.6,0.21,0.15,0.11,0.16,27.7,1.44,0.4,47.3,81.2,1.41,4.91,70.6,2.02,62.3,48,0.89,2.42,0.37,0,0
Matty Cash,ENG,DF,Aston Villa,Premier League,22,1997,28,28,2372,26.4,0,0.08,0.01,0.08,22.2,0.34,0.08,36.3,73.9,0.91,2.42,61.5,0.38,62.5,30.8,0.27,1.65,0.25,0,0.03
Ante Rebić,CRO,FW,Milan,Seria A,26,1993,27,20,1776,19.7,0.56,0.2,0.39,0.27,52.3,2.23,1.17,15.6,63.6,1.62,2.34,37.3,1.27,53.2,23.9,1.17,3.6,0.66,0,0.05
Ruben Aguilar,FRA,DFFW,Monaco,Ligue 1,27,1993,33,27,2225,24.7,0.04,0.12,0.05,0.19,37.5,0.32,0.12,53.3,82.4,1.5,3.81,77.3,0.89,53.7,46.8,0.2,2.91,0.32,0.04,0
Alfreð Finnbogason,ISL,FW,Augsburg,Bundesliga,31,1989,17,4,544,6,0,0.17,0.52,0.23,54.5,1.82,0.99,18.5,63.1,0.83,2.67,41.5,0.83,62.5,25.2,0,3.17,0.17,0,0
Enzo Le Fée,FRA,MFFW,Lorient,Ligue 1,20,2000,36,21,1816,20.2,0,0.25,0.06,0.23,15.6,1.59,0.25,34.1,78.3,0.59,2.97,58,1.73,57.4,38.8,0.15,2.72,0.35,0,0.05
Rani Khedira,GER,MF,Augsburg,Bundesliga,26,1994,27,23,1818,20.2,0.05,0,0.05,0.01,40,0.5,0.2,24.5,73.6,0.59,2.13,42.2,0.1,66.7,21.6,0.05,0.64,0,0,0
Sergio Reguilón,ESP,DF,Tottenham,Premier League,23,1996,27,26,2244,24.9,0,0.12,0.06,0.07,19,0.84,0.16,43.2,77.2,1.08,3.29,67.8,1.08,52.9,43.1,0.32,1.65,0.32,0,0
Edin Džeko,BIH,FW,Roma,Seria A,34,1986,27,20,1824,20.3,0.34,0.15,0.64,0.12,34.3,3.45,1.18,16.8,66.9,0.79,2.02,38,1.23,48.1,23.2,0.99,3.1,0.59,0.1,0.05
Oier Sanjurjo,ESP,MF,Osasuna,La Liga,34,1986,32,24,2084,23.2,0,0.09,0.04,0.08,26.7,0.65,0.17,24.7,67.7,0.65,3.32,46.6,0.3,53.8,22.2,0.04,1.16,0.17,0,0
Malik Sellouki,FRA,FWMF,Nice,Ligue 1,20,2000,4,0,66,0.7,1.43,0,0.43,0,25,5.45,1.36,28.6,66.7,0,4.29,74.3,4.29,42.9,55.7,0,0,0,0,0
Stéphane Bahoken,CMR,FW,Angers,Ligue 1,28,1992,30,18,1616,18,0.33,0.11,0.41,0.08,40.4,3.17,1.28,13.8,71.3,0.44,0.94,34.6,0.78,48.3,23.4,0.72,2.33,0,0,0
Óscar Duarte,CRC,DF,Levante,La Liga,31,1989,29,23,2060,22.9,0.04,0,0.05,0.01,50,0.26,0.13,44.1,87.4,0,2.4,62.1,0.13,75,35.2,0,0.44,0.04,0,0
Levin Öztunalı,GER,DFFW,Mainz 05,Bundesliga,24,1996,17,7,758,8.4,0.12,0.24,0.07,0.11,50,0.71,0.36,19.9,61.9,1.31,2.98,46.8,1.43,66.7,25.1,0.83,2.26,0.24,0,0
Suso,ESP,FW,Sevilla,La Liga,26,1993,34,28,2210,24.6,0.12,0.16,0.09,0.18,35.4,1.95,0.69,40.3,81.4,2.2,4.51,59,2.07,77.3,48.2,0.89,4.07,0.49,0,0.04
Papakouli Diop,SEN,MF,Eibar,La Liga,34,1986,33,28,2324,25.8,0.04,0.04,0.07,0.04,32.1,1.08,0.35,24.6,70.6,0.39,2.95,43.7,0.31,61.5,21.3,0.16,1.2,0.04,0,0
Javi Martínez,ESP,MFFW,Osasuna,La Liga,20,1999,13,6,460,5.1,0.2,0.2,0.12,0.1,33.3,0.59,0.2,21.2,67.9,0.59,2.16,41.6,0.98,62.5,24.7,0,1.96,0.2,0,0
Reinier,BRA,MFFW,Dortmund,Bundesliga,18,2002,14,1,257,2.9,0.34,0.34,0.31,0.14,33.3,1.05,0.35,34.5,88.5,1.03,1.72,51,1.03,75,34.8,1.72,2.41,0.34,0,0
Miha Zajc,SVN,MF,Genoa,Seria A,26,1994,31,22,1863,20.7,0.05,0.14,0.11,0.11,21.1,0.92,0.19,41,80.9,0.77,2.8,61.9,1.26,65,43,0.24,1.93,0.19,0,0
Alexandre Lacazette,FRA,FW,Arsenal,Premier League,29,1991,31,22,1923,21.4,0.61,0.09,0.45,0.13,58.1,2.01,1.17,19.2,78.2,0.98,2.15,35.6,0.93,60.6,23.1,0.28,2.15,0.23,0,0.05
André Gomes,POR,MF,Everton,Premier League,27,1993,28,17,1570,17.4,0,0.06,0.03,0.06,21.4,0.8,0.17,43.1,83.2,0.75,4.6,62.2,1.49,63.4,45.7,0.17,2.01,0.11,0,0
Riccardo Sottil,ITA,MFFW,Cagliari,Seria A,21,1999,21,12,1184,13.2,0.15,0.08,0.15,0.14,36,1.9,0.68,22.1,74.9,1.89,2.88,41.2,2.88,74.5,36.4,1.44,2.8,0.3,0,0.08
Marc-Oliver Kempf,GER,DF,Stuttgart,Bundesliga,25,1995,32,32,2727,30.3,0.07,0.03,0.04,0.01,37.5,0.53,0.2,50.9,82.6,0.69,5.35,72.5,0.69,65.6,45.2,0,1.02,0.07,0,0
Ben Mee,ENG,DF,Burnley,Premier League,30,1989,30,30,2693,29.9,0.07,0,0.05,0.01,27.3,0.74,0.2,26.2,75.1,0.03,2.14,48.2,0.1,60,21,0,0.37,0.03,0,0
Gaëtan Laborde,FRA,FWMF,Montpellier,Ligue 1,26,1994,38,38,3256,36.2,0.44,0.22,0.32,0.14,41.6,2.79,1.16,16.9,66.8,0.69,2.04,37.8,0.94,54.8,21.2,0.75,2.15,0.47,0.06,0.08
Raúl García,ESP,DFMF,Valladolid,La Liga,31,1989,8,5,504,5.6,0.18,0,0.02,0.04,27.3,2.27,0.62,35.5,69.3,0.89,3.21,43.5,0.41,47.1,20.1,0.26,1.7,0.1,0,0
Edu Expósito,ESP,MF,Eibar,La Liga,23,1996,31,27,2455,27.3,0,0.11,0.12,0.1,22,1.5,0.33,32.2,74.6,0.7,4.36,53.7,1.54,67.7,33.8,0.33,3.08,0.18,0,0.04
Pierrick Capelle,FRA,MFDF,Angers,Ligue 1,33,1987,35,24,2053,22.8,0.13,0.13,0.16,0.06,17.2,1.27,0.22,42.4,82.1,0.44,3.38,64.5,1.14,53.1,42,0.04,1.52,0.13,0,0.04
Max Lowe,ENG,DF,Sheffield Utd,Premier League,23,1997,8,7,550,6.1,0,0,0.02,0.03,50,0.33,0.16,23.8,65,0.82,2.62,47.2,1.15,70,24.1,0.49,1.15,0,0,0
Andrea Petagna,ITA,FW,Napoli,Seria A,25,1995,26,9,964,10.7,0.37,0.28,0.38,0.19,42.3,2.43,1.03,18,80.4,0.47,0.93,32.1,0.65,53.8,21.6,1.68,3.46,0.47,0,0.09
Giuseppe Pezzella,ITA,DF,Parma,Seria A,22,1997,24,21,1828,20.3,0.05,0.2,0.01,0.14,28.6,0.34,0.1,37.8,78.3,1.28,3.65,58.5,1.58,74.4,38.2,0.39,1.67,0.3,0,0
Bryan Dabo,BFA,MF,Benevento,Seria A,28,1992,25,12,1117,12.4,0,0,0.1,0.02,16.7,0.97,0.16,36.8,78.1,1.05,5.16,57.7,1.13,58.3,35.4,0.4,0.61,0.03,0,0
Jon Moncayola,ESP,MF,Osasuna,La Liga,22,1998,36,28,2660,29.6,0.07,0,0.05,0.04,28.9,1.29,0.37,31.6,81.9,0.44,2.6,47.3,0.37,68.8,26.1,0.07,1.08,0.07,0,0
Jannes Horn,GER,DF,Köln,Bundesliga,23,1997,29,20,1768,19.6,0,0.05,0.01,0.08,16.7,0.31,0.05,36.8,79.6,0.97,3.47,56.2,0.36,53.8,31,0,1.43,0.1,0,0
Jean-Philippe Mateta,FRA,FW,Mainz 05,Bundesliga,23,1997,15,12,997,11.1,0.63,0.09,0.67,0.14,48.1,2.44,1.17,16.4,72.2,0.36,0.54,35.6,1.35,60,22.2,0.54,2.25,0.36,0,0
Willian,BRA,FWMF,Arsenal,Premier League,31,1988,25,16,1406,15.6,0.06,0.32,0.13,0.16,15,1.28,0.19,40,79.3,1.92,3.14,59.6,0.77,54.5,42.1,0.71,3.85,0.71,0,0.19
Téji Savanier,FRA,MF,Montpellier,Ligue 1,28,1991,27,26,2165,24.1,0.21,0.21,0.24,0.24,29.6,2.24,0.67,36.3,70.4,1.16,5.64,65.7,2.57,72.9,40.5,0.25,5.23,0.46,0.04,0.08
Yacine Adli,FRA,MF,Bordeaux,Ligue 1,20,2000,35,25,2418,26.9,0.07,0.19,0.05,0.17,37.5,0.89,0.33,50,82.6,0.89,5.28,72.2,2.04,66.3,52.3,0.26,3.42,0.3,0,0.04
Darwin Machís,VEN,FWMF,Granada,La Liga,27,1993,32,21,2026,22.5,0.18,0.22,0.22,0.19,42.6,2.09,0.89,15.3,61.9,0.71,1.42,38.2,2.31,59.1,26.6,1.16,2.53,0.53,0.13,0.04
Jaime Mata,ESP,FW,Getafe,La Liga,31,1988,33,23,2037,22.6,0.22,0,0.29,0.05,42.1,1.68,0.71,17.5,66.2,0.44,1.33,36.2,0.44,47.6,20.4,0.44,1.81,0.13,0.04,0.04
Josh Onomah,ENG,MF,Fulham,Premier League,23,1997,11,4,374,4.2,0,0,0.14,0.02,16.7,1.44,0.24,35.5,89.8,0.71,3.81,50.5,0.24,50,34,0,1.43,0,0,0
Dominik Kohr,GER,MF,Mainz 05,Bundesliga,26,1994,17,14,1268,14.1,0.07,0.07,0.06,0.09,18.8,1.14,0.21,27.9,76.2,0.43,3.62,51.1,0.21,50,24.9,0.28,1.42,0.14,0,0.07
Roberto Torres,ESP,MFFW,Osasuna,La Liga,31,1989,35,19,1894,21,0.33,0.05,0.3,0.07,21.4,2,0.43,25,67.8,1.29,3.71,45.8,1.14,57.1,29,0.1,2.24,0.14,0,0
Ignacio Pussetto,ARG,FW,Udinese,Seria A,24,1995,11,9,754,8.4,0.36,0.12,0.26,0.1,41.2,2.03,0.84,15.2,66.3,0.6,1.43,38.1,1.55,61.9,25.8,1.19,2.26,0.36,0.12,0
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,29,1991,25,23,1997,22.2,0.27,0.54,0.44,0.46,31.6,3.56,1.13,48.1,76,3.56,7.79,75.8,1.8,58,53.5,1.4,0.37,0,0,0
José Luis Gayà,ESP,DF,Valencia,La Liga,25,1995,33,32,2846,31.6,0.03,0.22,0.06,0.15,22.7,0.7,0.16,37.5,78.2,1.2,3.16,57.2,1.01,68.1,33.4,0.16,1.99,0.35,0.03,0
Jonathan David,CAN,FW,Lille,Ligue 1,20,2000,37,29,2354,26.2,0.5,0.08,0.37,0.12,60,2.1,1.26,17.3,77.8,0.57,1.34,33.5,0.99,50,22,0.73,0.43,0,0,0
Callum Robinson,IRL,FWMF,West Brom,Premier League,25,1995,28,20,1560,17.3,0.29,0,0.18,0.05,35.5,1.79,0.63,18.4,70.9,0.69,1.27,36.4,1.33,62.2,25.7,0.69,2.31,0.23,0.06,0
Daniel Wass,DEN,MFDF,Valencia,La Liga,31,1989,35,35,2979,33.1,0.12,0.03,0.1,0.07,27,1.12,0.3,38.3,77.2,0.73,4.23,58.9,0.36,70.6,30.9,0.15,1.99,0.06,0,0
Benjamin Stambouli,FRA,MFDF,Schalke 04,Bundesliga,29,1990,24,22,1956,21.7,0,0.09,0,0.02,50,0.09,0.05,35.7,74.9,0.41,3.73,59.5,0.88,79.2,32.7,0.05,0.92,0.14,0,0
Sebastiaan Bornauw,BEL,DF,Köln,Bundesliga,21,1999,24,23,2083,23.1,0.04,0.04,0.06,0,26.7,0.65,0.17,32.4,83.8,0.09,1.43,50.2,0.17,66.7,26,0,10,0,0,0
Stefano Sensi,ITA,MF,Inter,Seria A,24,1995,18,4,603,6.7,0,0,0.16,0.15,44.4,2.69,1.19,52.4,82.4,1.79,6.72,76,1.49,58.8,57.2,0.6,5.07,0.6,0,0.3
Antonio Puertas,ESP,FWMF,Granada,La Liga,28,1992,35,22,2170,24.1,0.12,0.21,0.17,0.08,39.3,1.16,0.46,18.3,66,0.75,2.07,39.8,1.83,65.7,26.4,0.58,1.62,0.29,0.04,0
Shane Long,IRL,FW,Southampton,Premier League,33,1987,11,1,210,2.3,0,0,0,0,50,0.86,0.43,16.5,64.4,0,1.74,38.3,1.3,50,20,0,0,0,0,0
Lautaro Martínez,ARG,FW,Inter,Seria A,22,1997,38,30,2561,28.5,0.6,0.21,0.54,0.16,33.3,3.8,1.27,14.8,72.4,0.81,2.18,36,1.3,50.7,23.4,1.09,2.81,0.53,0,0.07
Ignatius Ganago,CMR,FW,Lens,Ligue 1,21,1999,24,16,1304,14.5,0.48,0,0.48,0.07,45,2.76,1.24,14,71.7,0.34,0.83,33,1.52,50,22.2,0.69,2.28,0.55,0.21,0
Takehiro Tomiyasu,JPN,DF,Bologna,Seria A,21,1998,31,31,2715,30.2,0.07,0,0.04,0.02,25,0.53,0.13,45.7,83.8,0.33,4.17,65.9,0.6,64.3,37.1,0.07,0.83,0.07,0,0
Ishak Belfodil,ALG,FW,Hoffenheim,Bundesliga,28,1992,14,7,596,6.6,0,0.15,0.24,0.15,33.3,1.81,0.6,16.4,71.5,0.45,1.21,34.5,2.42,55.2,25.9,0.91,0,0,0,0
Michail Antonio,JAM,FW,West Ham,Premier League,30,1990,26,24,1974,21.9,0.46,0.23,0.52,0.11,35.9,2.92,1.05,14.9,66.5,0.55,1.14,37.2,2.15,58,26,1.23,3.33,0,0,0
Jaïro Riedewald,NED,MF,Crystal Palace,Premier League,23,1996,33,19,1820,20.2,0.1,0,0.03,0.05,25,0.4,0.1,26.4,84.9,0.4,2.08,40,0.59,54.5,23.8,0.2,0.94,0,0,0
Max Kruse,GER,FWMF,Union Berlin,Bundesliga,32,1988,22,19,1629,18.1,0.61,0.28,0.36,0.25,52.2,1.27,0.66,31.2,75.4,1.33,3.87,49.1,0.83,78.9,30.2,0.39,3.48,0.55,0,0.06
Clément Michelin,FRA,DF,Lens,Ligue 1,23,1997,26,13,1154,12.8,0,0.31,0.02,0.25,18.2,0.86,0.16,38.3,72.9,1.17,3.36,63,0.31,57.1,32.7,0.16,2.19,0.31,0,0
M'Bala Nzola,ANG,FW,Spezia,Seria A,23,1996,25,21,1896,21.1,0.52,0.14,0.43,0.12,35,1.9,0.66,19.4,85,0.28,0.52,36.9,1.04,62.9,24.6,0.62,2.27,0.33,0,0.14
Aihen Muñoz,ESP,DF,Real Sociedad,La Liga,22,1997,16,14,1210,13.4,0,0.07,0.02,0.04,25,0.3,0.07,38.1,68.2,0.9,2.99,64.4,0.9,66.7,34.4,0.22,1.19,0.22,0,0
Luka Milivojević,SRB,MF,Crystal Palace,Premier League,29,1991,31,27,2359,26.2,0.04,0.04,0.09,0.05,29.4,0.65,0.19,39.3,81.1,0.5,4.12,58.4,0.53,73.7,33.6,0,1.49,0.11,0,0
Takefusa Kubo,JPN,MFFW,Getafe,La Liga,19,2001,18,8,805,8.9,0.11,0.11,0.1,0.09,62.5,2.41,1.51,16.9,71.4,0.56,2.36,57.9,3.64,75,50.9,2.12,4.24,0.3,0,0
Lisandro Magallán,ARG,DF,Crotone,Seria A,26,1993,28,25,2181,24.2,0.04,0.08,0.05,0.02,22.2,0.37,0.08,37.9,83.5,0.17,2.85,55.8,0.17,66.7,32.6,0,0.7,0.12,0,0
Christian Benteke,BEL,FW,Crystal Palace,Premier League,29,1990,30,21,1816,20.2,0.5,0.05,0.4,0.05,46.5,3.52,1.64,18.1,63.9,0.69,1.63,42,0.79,55.2,17.7,0.5,2.56,0.5,0,0
Ximo Navarro,ESP,DF,Alavés,La Liga,30,1990,31,28,2375,26.4,0.04,0.04,0.01,0.04,23.1,0.49,0.11,30.7,76.7,0.38,2.23,51,0.61,64,25.5,0.04,0.83,0.15,0.04,0
Romano Schmid,AUT,FWMF,Werder Bremen,Bundesliga,20,2000,22,13,1177,13.1,0,0.23,0.05,0.08,16.7,1.38,0.23,26,71.9,1.07,4.58,49.2,1.3,58.6,35.2,0.31,2.37,0.53,0,0
Noah Katterbach,GER,DF,Köln,Bundesliga,19,2001,21,12,1111,12.3,0,0,0.02,0.1,22.2,0.73,0.16,41.9,77,0.89,4.39,64.4,1.79,66.7,42,0,2.11,0.24,0,0.08
Sofyan Amrabat,MAR,MF,Fiorentina,Seria A,23,1996,31,28,2441,27.1,0,0,0.01,0.02,33.3,0.33,0.11,45.5,88.8,0.55,4.1,60.8,1.51,73.2,45.8,0.04,0.65,0,0,0
Adrien Rabiot,FRA,MF,Juventus,Seria A,25,1995,34,25,2313,25.7,0.16,0.08,0.12,0.04,35.3,1.32,0.47,52.1,90.4,0.89,4.01,68.5,1.01,65,48.1,0.35,1.63,0.27,0.04,0.04
Pasquale Schiattarella,ITA,MF,Benevento,Seria A,33,1987,29,26,2247,25,0.04,0.04,0.04,0.11,66.7,0.36,0.24,44.6,81.2,1.12,5.44,62.4,0.52,72.2,39.2,0.04,2.04,0.04,0,0
Dennis Geiger,GER,MF,Hoffenheim,Bundesliga,22,1998,9,9,658,7.3,0.14,0.14,0.04,0.23,42.9,0.96,0.41,40,82.5,0.68,5.48,55.9,0.55,80,36.7,0.27,3.29,0.14,0,0
Taiwo Awoniyi,NGA,FW,Union Berlin,Bundesliga,22,1997,21,16,1359,15.1,0.33,0.13,0.46,0.1,44.8,1.92,0.86,13.8,69.1,0.07,0.73,34.2,1.26,54.3,23,0.6,1.36,0,0,0
Soualiho Meïté,FRA,MF,Torino,Seria A,26,1994,14,11,920,10.2,0.1,0.1,0.06,0.03,42.9,1.07,0.46,30.8,82,0.49,2.06,56.8,2,81.3,35.8,0,2.62,0.31,0,0
Lucas Pérez,ESP,FW,Alavés,La Liga,31,1988,28,19,1759,19.5,0.21,0.21,0.33,0.25,35.7,1.43,0.51,21.2,61.8,1.03,2.97,43.4,1.38,65.9,26.8,1.03,4.51,0.51,0,0
Giorgos Kiriakopoulos,GRE,DF,Sassuolo,Seria A,24,1996,23,16,1456,16.2,0.06,0,0.09,0.07,58.3,1.48,0.87,52.1,83.3,0.93,3.4,75.4,1.73,62.2,51.8,0.37,1.85,0.06,0,0
Dani Raba,ESP,MF,Villarreal,La Liga,24,1995,5,1,150,1.7,0,0,0.24,0.06,16.7,3.6,0.6,38.2,80.2,1.76,5.29,67.6,2.35,57.1,46.5,0.59,4.71,0.59,0,0
Hernani,BRA,MF,Parma,Seria A,26,1994,33,27,2189,24.3,0.29,0.12,0.14,0.11,25,1.32,0.33,35.2,79.6,0.82,3.46,57,1.6,72.2,33.7,0.21,2.47,0.21,0.04,0
Vitinha,POR,MF,Wolves,Premier League,20,2000,19,5,520,5.8,0,0.17,0.1,0.12,44.4,1.56,0.69,50,88.1,0.52,2.07,66.7,1.38,72.7,49,0.34,3.62,0.17,0,0
Jude Bellingham,ENG,MF,Dortmund,Bundesliga,17,2003,29,19,1697,18.9,0.05,0.16,0.16,0.17,26.5,1.8,0.48,47,83.2,1.43,4.02,71.7,1.64,60.8,53.1,0.32,1.77,0.3,0,0
Sergiño Dest,USA,DF,Barcelona,La Liga,19,2000,30,23,1909,21.2,0.09,0.05,0.12,0.12,35.7,0.66,0.24,54.9,89.4,1.23,2.83,71.8,1.56,55.9,52.9,1.18,0,0,0,0
Giovani Lo Celso,ARG,MF,Tottenham,Premier League,24,1996,18,11,945,10.5,0.1,0.1,0.11,0.12,33.3,1.43,0.48,44.3,78.9,1.05,5.52,68,1.33,73.7,46,0.57,2.86,0.29,0,0
Tobias Strobl,GER,MF,Augsburg,Bundesliga,30,1990,29,21,1846,20.5,0,0,0.02,0.04,16.7,0.29,0.05,33,81.2,0.44,3.51,49.9,0.39,53.3,28.5,0,1.22,0.05,0,0
Douglas Costa,BRA,MFFW,Juventus,Seria A,29,1990,2,0,42,0.5,0,0,0,0,50,1.13,0.56,40,74.1,0,2,63.1,3.33,80,49.4,0.56,6,2,0,0
Kevin Möhwald,GER,MF,Werder Bremen,Bundesliga,27,1993,27,17,1555,17.3,0.29,0.06,0.08,0.06,29.2,1.39,0.41,48.1,84.4,0.64,3.47,67.1,0.87,68.2,41.4,0.06,1.68,0.17,0,0
Karim Onisiwo,AUT,FW,Mainz 05,Bundesliga,28,1992,31,19,1843,20.5,0.2,0,0.26,0.12,38.5,2.54,0.98,12.9,62.6,0.59,1.32,37.2,1.71,44.9,25.1,1.07,2.29,0.2,0.05,0.1
